descFile,seqIndex,response,FC,LW,DP,NK,AE,pcMK,_SolventAccessibilityD1025,tau2_GRAR740104,tau4_GRAR740104,QSO50_GRAR740104,QSO29_GRAR740104,meanEisenbergHydrophobicity,K_KR
descriptors_decoy_2.csv,254,-1,-0.11738754820807176,-0.20651475710727044,-0.09043955333044275,-0.16988738307723514,-0.25108651069941207,0.3907685115161642,0.31434788241036477,0.49353278413437884,0.4942887138249602,-0.429119260990369,-0.14600616327498986,0.9156304805206702,1.1551794653412555
descriptors_AMP_2.csv,232,1,-0.11738754820807176,-0.20651475710727044,-0.09043955333044275,-0.16988738307723514,-0.25108651069941207,-0.5777212076285144,0.13594378498892393,1.2332703985981097,-0.14036192465717132,2.3498113484700283,-0.5211484718521111,-0.20393523171614286,1.1551794653412555
descriptors_AMP_2.csv,136,1,-0.11738754820807176,-0.20651475710727044,-0.09043955333044275,-0.16988738307723514,-0.25108651069941207,-0.5777212076285144,-0.44708659228635234,-0.5726653225210493,-2.0245036883522896,-0.429119260990369,2.1976825468994288,-3.2708306603646387,-1.153655354126768
descriptors_AMP_2.csv,180,1,-0.11738754820807176,1.8816444239420698,-0.09043955333044275,-0.16988738307723514,-0.25108651069941207,-0.5777212076285144,-0.14076150311586308,-0.25190456574713305,-1.5229553322295561,-0.429119260990369,0.22958354221158533,-0.20094416987400887,1.1551794653412555
descriptors_decoy_2.csv,129,-1,-0.11738754820807176,-0.20651475710727044,-0.09043955333044275,-0.16988738307723514,-0.25108651069941207,0.3907685115161642,0.9712374037312222,1.1727439249586706,-0.4969881854542033,-0.429119260990369,0.6487385217562371,-0.004988568241641891,1.1551794653412555
descriptors_decoy_2.csv,219,-1,-0.11738754820807176,-0.20651475710727044,-0.09043955333044275,-0.16988738307723514,-0.25108651069941207,2.3277479527109906,-0.19330048186993667,-0.7345424867799476,0.6618137755255096,-0.429119260990369,0.07187613162907482,0.17285383203329263,-1.153655354126768
descriptors_AMP_2.csv,241,1,-0.11738754820807176,-0.20651475710727044,-0.09043955333044275,-0.16988738307723514,-0.25108651069941207,-0.5777212076285144,-0.6871668821582274,0.962094030680858,-0.8979718286609318,1.3080730826183113,0.5385670328032066,-1.3944320573734328,-0.23010434096189444
descriptors_decoy_2.csv,74,-1,-0.11738754820807176,-0.20651475710727044,-0.09043955333044275,-0.16988738307723514,-0.25108651069941207,0.875013372541238,0.04099290599424332,-0.16505442541800186,0.21750561762661544,-0.429119260990369,-0.6968636080401425,0.6994050439864772,1.1551794653412555
descriptors_AMP_2.csv,274,1,-0.11738754820807176,-0.20651475710727044,-0.09043955333044275,-0.16988738307723514,-0.25108651069941207,-0.5777212076285144,1.1999723199301164,1.6635133594995333,2.676591519537651,2.122802825163468,-0.7021764463399078,-0.731694164343009,-0.8237775177803035
descriptors_decoy_2.csv,128,-1,-0.11738754820807176,-0.20651475710727044,-0.09043955333044275,-0.16988738307723514,-0.25108651069941207,-0.5777212076285144,-0.3724660137660743,-1.811077369891541,-1.4978569991458497,-0.429119260990369,0.38169849142592194,1.1329395278773198,1.1551794653412555
descriptors_AMP_2.csv,181,1,-0.11738754820807176,-0.20651475710727044,-0.09043955333044275,-0.16988738307723514,-0.25108651069941207,-0.5777212076285144,-0.928465467189617,0.9822412183746927,-0.5249181252247733,-0.429119260990369,0.8733876949157927,-1.4883623212131205,0.23165892879599914
descriptors_AMP_2.csv,186,1,-0.11738754820807176,-0.20651475710727044,-0.09043955333044275,-0.16988738307723514,-0.25108651069941207,-0.5777212076285144,-0.14076150311586308,-0.8076188955802585,-0.42309060242802143,-0.429119260990369,-0.23498222364264015,0.1310635091049917,1.1551794653412555
descriptors_decoy_2.csv,156,-1,-0.11738754820807176,-0.20651475710727044,-0.09043955333044275,-0.16988738307723514,-0.25108651069941207,-0.5777212076285144,0.18741675547842188,-1.6493028132395189,0.04606397260155497,-0.429119260990369,-0.22536319008938072,1.6482979839831216,1.1551794653412555
descriptors_decoy_2.csv,168,-1,-0.11738754820807176,-0.20651475710727044,-0.09043955333044275,-0.16988738307723514,-0.25108651069941207,-0.5777212076285144,0.09680605298951245,-0.5004628790960238,0.8218992028785181,-0.429119260990369,1.2416512760100595,1.6326645652334963,-1.153655354126768
descriptors_decoy_2.csv,178,-1,-0.11738754820807176,-0.20651475710727044,11.255358825243428,-0.16988738307723514,-0.25108651069941207,-0.5777212076285144,-1.3535743344127942,-0.18901180162860676,-0.22777823319027238,-0.429119260990369,0.8653904751593035,-0.8616718431215632,-0.38404374840703837
descriptors_AMP_2.csv,276,1,-0.11738754820807176,-0.20651475710727044,-0.09043955333044275,-0.16988738307723514,-0.25108651069941207,-0.5777212076285144,0.06589181331682584,1.3234261497426358,0.5801070959485038,3.0706596000206074,-0.42932025618669145,-0.393400180509416,1.1551794653412555
descriptors_AMP_2.csv,15,1,-0.11738754820807176,-0.20651475710727044,-0.09043955333044275,-0.16988738307723514,-0.25108651069941207,-0.5777212076285144,-0.5447024919424717,1.1120606675089353,-0.9949607697125278,-0.429119260990369,1.243552712875239,1.1365367731962588,-1.153655354126768
descriptors_decoy_2.csv,251,-1,-0.11738754820807176,-0.20651475710727044,-0.09043955333044275,-0.16988738307723514,-0.25108651069941207,0.875013372541238,0.06048562854647903,-1.1271846602267452,-0.12336318300396487,-0.429119260990369,-0.5526899539686133,0.6565223476697722,0.0007620556072438122
descriptors_AMP_2.csv,130,1,-0.11738754820807176,-0.20651475710727044,-0.09043955333044275,-0.16988738307723514,-0.25108651069941207,-0.5777212076285144,-0.7643763378924745,0.9506263812793077,-0.4190868207218111,-0.429119260990369,-0.0004903184750987452,-1.0539348446976917,0.0007620556072438122
descriptors_AMP_2.csv,247,1,-0.11738754820807176,-0.20651475710727044,-0.09043955333044275,-0.16988738307723514,-0.25108651069941207,-0.5777212076285144,0.5475752620099691,-0.4888477353710208,-0.2584653359998482,1.4467791379607098,-0.5277475762665566,-0.5493066364221342,0.38556785962152595
descriptors_AMP_2.csv,254,1,-0.11738754820807176,-0.20651475710727044,-0.09043955333044275,-0.16988738307723514,-0.25108651069941207,-0.5777212076285144,-0.3494706926302332,0.5478297100406959,0.6361387309522744,1.1391633508698704,-0.6411067681994465,-0.9434250758718432,0.1656788274368877
descriptors_decoy_2.csv,12,-1,-0.11738754820807176,-0.20651475710727044,-0.09043955333044275,-0.16988738307723514,-0.25108651069941207,-0.5777212076285144,-0.9547349565666537,-1.005610197954032,-0.1567561219646182,-0.429119260990369,0.36223672586467626,0.5956711942763488,-1.153655354126768
descriptors_decoy_2.csv,125,-1,-0.11738754820807176,-0.20651475710727044,-0.09043955333044275,-0.16988738307723514,-0.25108651069941207,-0.5777212076285144,0.6633133021638701,-0.12835841359653305,1.1149259545905423,-0.429119260990369,0.7301088346631708,1.568430846442433,-1.153655354126768
